HARGA,LT,LB,JKT,JKM,GRS,KOTA
"68,000,000,000",814,494,5,5,ADA,JAKSEL
"15,000,000,000",291,400,7,6,ADA,JAKSEL
"2,480,000,000",120,160,4,3,TIDAK ADA,JAKSEL
"13,500,000,000",380,400,5,4,ADA,JAKSEL
"11,000,000,000",378,350,4,1,ADA,JAKSEL
"2,190,000,000",111,125,3,2,ADA,JAKSEL
"4,350,000,000",105,220,3,3,ADA,JAKSEL
"7,800,000,000",206,300,4,4,ADA,JAKSEL
"30,000,000,000",458,400,4,4,TIDAK ADA,JAKSEL
"42,000,000,000",630,500,5,4,ADA,JAKSEL
"1,800,000,000",111,160,4,3,TIDAK ADA,JAKSEL
"3,900,000,000",360,250,5,3,TIDAK ADA,JAKSEL
"169,000,000,000",2122,1024,10,5,TIDAK ADA,JAKSEL
"7,500,000,000",220,305,4,4,TIDAK ADA,JAKSEL
"27,000,000,000",1752,712,3,2,ADA,JAKSEL
"6,800,000,000",210,262,4,3,ADA,JAKSEL
"10,500,000,000",300,378,4,3,TIDAK ADA,JAKSEL
"13,750,000,000",500,640,5,6,ADA,JAKSEL
"6,900,000,000",210,330,4,4,ADA,JAKSEL
"5,800,000,000",122,240,3,3,ADA,JAKSEL
"5,500,000,000",180,350,4,3,ADA,JAKSEL
"6,900,000,000",450,600,5,6,ADA,JAKSEL
"5,900,000,000",160,300,3,2,ADA,JAKSEL
"28,000,000,000",488,450,5,3,ADA,JAKSEL
"20,000,000,000",292,800,27,27,TIDAK ADA,JAKSEL
"77,500,000,000",1148,1200,8,6,ADA,JAKSEL
"3,250,000,000",105,140,3,3,ADA,JAKSEL
"1,600,000,000",229,160,3,2,TIDAK ADA,JAKSEL
"15,000,000,000",400,500,4,5,ADA,JAKSEL
"25,000,000,000",674,500,5,4,ADA,JAKSEL
"2,200,000,000",105,124,3,3,ADA,JAKSEL
"6,750,000,000",200,180,2,2,TIDAK ADA,JAKSEL
"3,600,000,000",136,180,3,2,TIDAK ADA,JAKSEL
"1,450,000,000",76,130,3,3,TIDAK ADA,JAKSEL
"6,400,000,000",235,310,5,4,ADA,JAKSEL
"1,750,000,000",133,130,3,3,ADA,JAKSEL
"6,750,000,000",187,337,6,4,ADA,JAKSEL
"85,000,000,000",1180,1200,5,6,ADA,JAKSEL
"65,000,000,000",472,1200,5,5,ADA,JAKSEL
"21,000,000,000",321,800,5,6,ADA,JAKSEL
"4,500,000,000",972,350,4,3,ADA,JAKSEL
"1,530,000,000",78,107,3,3,TIDAK ADA,JAKSEL
"3,500,000,000",169,215,4,4,ADA,JAKSEL
"1,100,000,000",65,100,3,3,ADA,JAKSEL
"3,700,000,000",540,350,4,2,ADA,JAKSEL
"16,000,000,000",488,550,6,5,ADA,JAKSEL
"4,500,000,000",209,270,4,4,ADA,JAKSEL
"29,000,000,000",692,400,4,3,TIDAK ADA,JAKSEL
"1,700,000,000",102,140,4,3,TIDAK ADA,JAKSEL
"1,250,000,000",63,110,3,3,TIDAK ADA,JAKSEL
